id;UNIDAD;MUNICIPIO;Match_addr;ARC_Street;CODIGO;PERIODO;DIRECCION;Delito;x;y
1;MEBOG;Bogota;CL 79-30 2, BOGOTA;CL 79 KR 30;110553830;2010;CL 79 KR 30;h_personas;-74,05990249;4,671083583
2;MEBOG;Bogota;CL 26-13A 2, BOGOTA;CL 26 KR 13 A;110553831;2010;CL 26 KR 13 A;h_personas;-74,06609874;4,614552462
3;MEBOG;Bogota;KR 56-129 2, BOGOTA;KR 56 CL 129;110553832;2010;KR 56 CL 129;h_personas;-74,06696736;4,719435204
4;MEBOG;Bogota;KR 8-22 S 2, BOGOTA;KR 8 CL 22 SUR;110553833;2010;KR 8 CL 22 SUR;h_personas;-74,08872743;4,573134125
5;MEBOG;Bogota;KR 3A-182C 48, BOGOTA;KR 3 A CL 182 C 48;110553836;2010;KR 3 A CL 182 C 48;h_personas;-74,01780766;4,760973672
6;MEBOG;Bogota;CL 174-7 80, BOGOTA;CL 174 KR 7 80;110553839;2010;CL 174 KR 7 80;h_personas;-74,02047153;4,75372427
7;MEBOG;Bogota;CL 19-3 2, BOGOTA;CL 19 AK 3;110553841;2010;CL 19 AK 3;h_personas;-74,06259614;4,603634281
8;MEBOG;Bogota;KR 97F-34A S 40, BOGOTA;KR 97 F CL 34 A 40 SUR;110553842;2010;KR 97 F CL 34 A 40 SUR;h_personas;-74,16685002;4,649720115
9;MEBOG;Bogota;CL 5-3 2, BOGOTA;CL 5 KR 3;110553843;2010;CL 5 KR 3;h_personas;-74,06893095;4,591190018
10;MEBOG;Bogota;KR 78L-58 S 2, BOGOTA;KR 78 L CL 58 SUR;110553844;2010;KR 78 L CL 58 SUR;h_personas;-74,1700697;4,608504402
11;MEBOG;Bogota;CL 136A-124C 48, BOGOTA;CL 136 A KR 124 48;110553845;2010;CL 136 A KR 124 48;h_personas;-74,10123498;4,74322852
12;MEBOG;Bogota;KR 91-123 2, BOGOTA;KR 91 CL 123;110553846;2010;KR 91 CL 123;h_personas;-74,08417498;4,723108912
13;MEBOG;Bogota;CL 42A-92 S 2, BOGOTA;CL 42 A SUR KR 92;110553847;2010;CL 42 A SUR KR 92;h_personas;-74,16159062;4,628445033
14;MEBOG;Bogota;CL 98-9 61, BOGOTA;CL 98 KR 9 61;110553848;2010;CL 98 KR 9 61;h_personas;-74,03647311;4,680660029
15;MEBOG;Bogota;KR 55-170A 2, BOGOTA;KR 55 CL 170 A;110553853;2010;KR 55 CL 170 A;h_personas;-74,04899281;4,754244259
16;MEBOG;Bogota;KR 78A-6B 28, BOGOTA;KR 78 A CL 6 B 28;110553855;2010;KR 78 A CL 6 B 28;h_personas;-74,13962333;4,633028965
17;MEBOG;Bogota;CL 127C-91A 4, BOGOTA;CL 127 C KR 91 A 4;110553857;2010;CL 127 C KR 91 A 4;h_personas;-74,08602904;4,719526088
18;MEBOG;Bogota;CL 114-3 1, BOGOTA;CL 114 KR 3;110553858;2010;CL 114 KR 3;h_personas;-74,0240955;4,691344859
19;MEBOG;Bogota;CL 114-3 1, BOGOTA;CL 114 KR 3;110553859;2010;CL 114 KR 3;h_personas;-74,0240955;4,691344859
20;MEBOG;Bogota;CL 114-3 1, BOGOTA;CL 114 KR 3;110553860;2010;CL 114 KR 3;h_personas;-74,0240955;4,691344859
21;MEBOG;Bogota;CL 114-3 1, BOGOTA;CL 114 KR 3;110553861;2010;CL 114 KR 3;h_personas;-74,0240955;4,691344859
22;MEBOG;Bogota;CL 63-13 2, BOGOTA;CL 63 KR 13;110553862;2010;CL 63 KR 13;h_personas;-74,05784045;4,649933596
23;MEBOG;Bogota;CL 166-22 2, BOGOTA;CL 166 KR 22;110553863;2010;CL 166 KR 22;h_personas;-74,03975258;4,747496713
24;MEBOG;Bogota;CL 44-54 2, BOGOTA;CL 44 KR 54;110553865;2010;CL 44 KR 54;h_personas;-74,08645974;4,645766952
25;MEBOG;Bogota;CL 55-29 S 44, BOGOTA;CL 55 SUR KR 29 44;110553866;2010;CL 55 SUR KR 29 44;h_personas;-74,13487487;4,580458873
26;MEBOG;Bogota;CL 62-71H S 2, BOGOTA;CL 62 SUR KR 71 H;110553867;2010;CL 62 SUR KR 71 H;h_personas;-74,16039395;4,591368786
27;MEBOG;Bogota;TV 5-49 S 2, BOGOTA;TR 5 CL 49 SUR;110553868;2010;TR 5 CL 49 SUR;h_personas;-74,10556899;4,547804797
28;MEBOG;Bogota;CL 10-86 90, BOGOTA;CL 10 KR 86 90;110553869;2010;CL 10 KR 86 90;h_personas;-74,13905615;4,647218949
29;MEBOG;Bogota;CL 22-16 S 2, BOGOTA;CL 22 SUR SUR KR 16;110553870;2010;CL 22 SUR SUR KR 16;h_personas;-74,0973368;4,582386177
30;MEBOG;Bogota;CL 93-11 2, BOGOTA;CL 93 KR 11;110553871;2010;CL 93 KR 11;h_personas;-74,04201834;4,674910471
31;MEBOG;Bogota;CL 93-11 2, BOGOTA;CL 93 KR 11;110553872;2010;CL 93 KR 11;h_personas;-74,04201834;4,674910471
32;MEBOG;Bogota;DG 39-5 46, BOGOTA;DG 39 NORTE KR 5 46 ESTE;110553873;2010;DG 39 NORTE KR 5 46 ESTE;h_personas;-74,05894162;4,62553936
33;MEBOG;Bogota;KR 3-51 2, BOGOTA;AK 3 CL 51;110553874;2010;AK 3 CL 51;h_personas;-74,05404653;4,636169651
34;MEBOG;Bogota;KR 70-64 1, BOGOTA;KR 70 CL 64;110553875;2010;KR 70 CL 64;h_personas;-74,09416829;4,678795921
35;MEBOG;Bogota;KR 79-35 S 2, BOGOTA;KR 79 CL 35 SUR;110553876;2010;KR 79 CL 35 SUR;h_personas;-74,1451323;4,626395168
36;MEBOG;Bogota;KR 79-35 S 2, BOGOTA;KR 79 CL 35 SUR;110553877;2010;KR 79 CL 35 SUR;h_personas;-74,1451323;4,626395168
37;MEBOG;Bogota;CL 74B-69 2, BOGOTA;CL 74 B KR 69 P 55;110553878;2010;CL 74 B KR 69 P 55;h_personas;-74,0806084;4,683774101
38;MEBOG;Bogota;CL 39-5 2, BOGOTA;CL 39 KR 5;110553880;2010;CL 39 KR 5;h_personas;-74,05834524;4,626729365
39;MEBOG;Bogota;CL 147C-95A 40, BOGOTA;CL 147 C KR 95 A 40;110553881;2010;CL 147 C KR 95 A 40;h_personas;-74,08176748;4,744549956
40;MEBOG;Bogota;CL 72-69 2, BOGOTA;CL 72 KR 69 K 6;110553883;2010;CL 72 KR 69 K 6;h_personas;-74,08732424;4,685942144
41;MEBOG;Bogota;CL 188-12A 8, BOGOTA;CL 188 KR 12 A 8;110553884;2010;CL 188 KR 12 A 8;h_personas;-74,02807452;4,765554168
42;MEBOG;Bogota;DG 22A-68D 90, BOGOTA;DG 22 A KR 68 D 90;110553886;2010;DG 22 A KR 68 D 90;h_personas;-74,10861089;4,654131056
43;MEBOG;Bogota;KR 30-21 2, BOGOTA;KR 30 CL 21;110553887;2010;KR 30 CL 21;h_personas;-74,08101054;4,620450772
44;MEBOG;Bogota;CL 58A-16 46, BOGOTA;CL 58 A KR 16 46;110553888;2010;CL 58 A KR 16 46;h_personas;-74,06230571;4,6461846
45;MEBOG;Bogota;KR 91-145 2, BOGOTA;KR 91 OCCIDENTE CL 145 NORTE;110553889;2010;KR 91 OCCIDENTE CL 145 NORTE;h_personas;-74,07824455;4,742868573
46;MEBOG;Bogota;CL 114-3 1, BOGOTA;CL 114 KR 3;110553891;2010;CL 114 KR 3;h_personas;-74,0240955;4,691344859
47;MEBOG;Bogota;CL 114-3 1, BOGOTA;CL 114 KR 3;110553892;2010;CL 114 KR 3;h_personas;-74,0240955;4,691344859
48;MEBOG;Bogota;CL 114A-45 2, BOGOTA;CL 114 A KR 45;110553893;2010;CL 114 A KR 45;h_personas;-74,05003547;4,698926693
49;MEBOG;Bogota;KR 57-138 34, BOGOTA;KR 57 CL 138 34;110553895;2010;KR 57 CL 138 34;h_personas;-74,05677822;4,729004593
50;MEBOG;Bogota;KR 3-26 2, BOGOTA;AK 3 CL 26;110553896;2010;AK 3 CL 26;h_personas;-74,0596534;4,612028424
51;MEBOG;Bogota;KR 7-17 2, BOGOTA;KR 7 CL 17;110553897;2010;KR 7 CL 17;h_personas;-74,06658021;4,60388998
52;MEBOG;Bogota;CL 15-16 2, BOGOTA;CL 15 KR 16;110553898;2010;CL 15 KR 16;h_personas;-74,0747522;4,606955707
53;MEBOG;Bogota;CL 7-28 S 2, BOGOTA;CL 7 SUR KR 28;110553899;2010;CL 7 SUR KR 28;h_personas;-74,09797793;4,596838574
54;MEBOG;Bogota;KR 42-58A S 2, BOGOTA;KR 42 CL 58 A SUR;110553900;2010;KR 42 CL 58 A SUR;h_personas;-74,14360294;4,57537072
55;MEBOG;Bogota;CL 46-48 2, BOGOTA;CL 46 P SUR KR 48;110553903;2010;CL 46 P SUR KR 48;h_personas;-74,08786362;4,651838649
56;MEBOG;Bogota;CL 24D-43A 5, BOGOTA;CL 24 D KR 43 A 5;110553904;2010;CL 24 D KR 43 A 5;h_personas;-74,08596789;4,634045591
57;MEBOG;Bogota;CL 85-14 2, BOGOTA;CL 85 KR 14;110553906;2010;CL 85 KR 14;h_personas;-74,04909922;4,670363894
58;MEBOG;Bogota;CL 45-19 58, BOGOTA;CL 45 KR 19 58;110553907;2010;CL 45 KR 19 58;h_personas;-74,06664354;4,63390052
59;MEBOG;Bogota;KR 102-24A 35, BOGOTA;KR 102 CL 24 A 35;110553909;2010;KR 102 CL 24 A 35;h_personas;-74,12925075;4,683815944
60;MEBOG;Bogota;CL 41-24 S 2, BOGOTA;CL 41 SUR KR 24;110553910;2010;CL 41 SUR KR 24;h_personas;-74,11713922;4,581925552
61;MEBOG;Bogota;CL 10-72 2, BOGOTA;AC 10 KR 72;110553915;2010;AC 10 KR 72;h_personas;-74,12973199;4,640876934
62;MEBOG;Bogota;CL 11-7 S 2, BOGOTA;CL 11 SUR KR 7;110553917;2010;CL 11 SUR KR 7;h_personas;-74,08092353;4,579342364
63;MEBOG;Bogota;KR 13-57 2, BOGOTA;AK 13 CL 57;110553918;2010;AK 13 CL 57;h_personas;-74,05866598;4,644366926
64;MEBOG;Bogota;CL 40BISB-84 S 26, BOGOTA;CL 40 BISB SUR KR 84 26;110553921;2010;CL 40 BISB SUR KR 84 26;h_personas;-74,15928963;4,632508339
65;MEBOG;Bogota;KR 28-68 2, BOGOTA;KR 28 CL 68;110553923;2010;KR 28 CL 68;h_personas;-74,06575819;4,660881895
66;MEBOG;Bogota;CL 56A-78I S 1, BOGOTA;CL 56 A SUR KR 78 I 1;110553924;2010;CL 56 A SUR KR 78 I 1;h_personas;-74,16657931;4,610139373
67;MEBOG;Bogota;CL 20-6 S 2, BOGOTA;CL 20 SUR KR 6;110553926;2010;CL 20 SUR KR 6;h_personas;-74,08573425;4,573161304
68;MEBOG;Bogota;KR 68DBIS-37B S 46, BOGOTA;KR 68 DBIS CL 37 B 46 SUR;110553927;2010;KR 68 DBIS CL 37 B 46 SUR;h_personas;-74,13054903;4,604796957
69;MEBOG;Bogota;CL 131-98A 28, BOGOTA;CL 131 KR 98 A 28;110553928;2010;CL 131 KR 98 A 28;h_personas;-74,08873607;4,732486325
70;MEBOG;Bogota;KR 6-11 2, BOGOTA;KR 6 CL 11;110553929;2010;KR 6 CL 11;h_personas;-74,06872804;4,598129612
71;MEBOG;Bogota;CL 22-68D 2, BOGOTA;CL 22 KR 68 D;110553930;2010;CL 22 KR 68 D;h_personas;-74,11086621;4,647183859
72;MEBOG;Bogota;KR 19C-91 2, BOGOTA;KR 19 C CL 91;110553931;2010;KR 19 C CL 91;h_personas;-74,0513706;4,677864181
73;MEBOG;Bogota;CL 6-23 2, BOGOTA;CL 6 KR 23;110553933;2010;CL 6 KR 23;h_personas;-74,08681547;4,60308114
74;MEBOG;Bogota;TV 12H-43 S 2, BOGOTA;TR 12 H CL 43 SUR;110553935;2010;TR 12 H CL 43 SUR;h_personas;-74,10989042;4,568155215
75;MEBOG;Bogota;KR 86-43 S 55, BOGOTA;KR 86 CL 43 55 SUR;110553936;2010;KR 86 CL 43 55 SUR;h_personas;-74,16717181;4,628071349
76;MEBOG;Bogota;CL 18-112A 2, BOGOTA;CL 18 KR 112 A;110553937;2010;CL 18 KR 112 A;h_personas;-74,14911766;4,678849831
77;MEBOG;Bogota;CL 53-71 2, BOGOTA;CL 53 KR 71;110553938;2010;CL 53 KR 71;h_personas;-74,10050641;4,671261504
78;MEBOG;Bogota;TV 49-59C S 20, BOGOTA;TR 49 CL 59 C 20 SUR;110553939;2010;TR 49 CL 59 C 20 SUR;h_personas;-74,14925304;4,578575918
79;MEBOG;Bogota;KR 7-13 23, BOGOTA;KR 7 CL 13 23;110553940;2010;KR 7 CL 13 23;h_personas;-74,06859509;4,600665245
80;MEBOG;Bogota;KR 13-63 2, BOGOTA;KR 13 CL 63;110553942;2010;KR 13 CL 63;h_personas;-74,05774963;4,649885381
81;MEBOG;Bogota;CL 124-15 2, BOGOTA;CL 124 . KR 15 .;110553944;2010;CL 124 . KR 15 .;h_personas;-74,03730159;4,702841946
82;MEBOG;Bogota;CL 26-60 1, BOGOTA;CL 26 KR 60;110553947;2010;CL 26 KR 60;h_personas;-74,09391093;4,647289866
83;MEBOG;Bogota;KR 49C-91 2, BOGOTA;KR 49 C CL 91;110553948;2010;KR 49 C CL 91;h_personas;-74,05810248;4,679896642
84;MEBOG;Bogota;KR 3-13 2, BOGOTA;AK 3 CL 13;110553949;2010;AK 3 CL 13;h_personas;-74,06505686;4,598077588
85;MEBOG;Bogota;CL 128-52A 17, BOGOTA;CL 128 KR 52 A 17;110553951;2010;CL 128 KR 52 A 17;h_personas;-74,06515909;4,716385225
86;MEBOG;Bogota;KR 18A-103A 30, BOGOTA;KR 18 A CL 103 A 30;110553952;2010;KR 18 A CL 103 A 30;h_personas;-74,04483111;4,690476567
87;MEBOG;Bogota;CL 49-19 2, BOGOTA;CL 49 KR 19;110553956;2010;CL 49 KR 19;h_personas;-74,06563185;4,637687735
88;MEBOG;Bogota;TV 74C-68 S 27, BOGOTA;TR 74 C CL 68 27 SUR;110553957;2010;TR 74 C CL 68 27 SUR;h_personas;-74,16335067;4,583393431
89;MEBOG;Bogota;CL 32-13 2, BOGOTA;CL 32 KR 13;110553958;2010;CL 32 KR 13;h_personas;-74,06302189;4,620008317
90;MEBOG;Bogota;KR 92-142 2, BOGOTA;KR 92 CL 142;110553959;2010;KR 92 CL 142;h_personas;-74,0794522;4,740810398
91;MEBOG;Bogota;KR 7-147 2, BOGOTA;KR 7 CL 147;110553960;2010;KR 7 CL 147;h_personas;-74,0203193;4,723308182
92;MEBOG;Bogota;KR 72HBIS-42F S 2, BOGOTA;KR 72 H BI CL 42 F SUR;110553961;2010;KR 72 H BI CL 42 F SUR;h_personas;-74,14198627;4,604335198
93;MEBOG;Bogota;DG 22A-68D 90, BOGOTA;DG 22 A TR 68 D 90;110553963;2010;DG 22 A TR 68 D 90;h_personas;-74,10861089;4,654131056
94;MEBOG;Bogota;CL 16A-13 84, BOGOTA;CL 16 A KR 13 84;110553966;2010;CL 16 A KR 13 84;h_personas;-74,07176405;4,606981316
95;MEBOG;Bogota;CL 62-42C S 12, BOGOTA;CL 62 SUR KR 42 C 12;110553967;2010;CL 62 SUR KR 42 C 12;h_personas;-74,14684466;4,572982359
96;MEBOG;Bogota;KR 8-17 30, BOGOTA;KR 8 CL 17 30;110553968;2010;KR 8 CL 17 30;h_personas;-74,06739351;4,604715767
97;MEBOG;Bogota;CL 70-3A S 50, BOGOTA;CL 70 SUR SUR KR 3 A 50;110553969;2010;CL 70 SUR SUR KR 3 A 50;h_personas;-74,11912039;4,517470954
98;MEBOG;Bogota;CL 53-14 2, BOGOTA;CL 53 KR 14;110553970;2010;CL 53 KR 14;h_personas;-74,06069974;4,64093743
99;MEBOG;Bogota;CL 140-9 2, BOGOTA;CL 140 KR 9;110553971;2010;CL 140 KR 9;h_personas;-74,02698946;4,718358139
100;MEBOG;Bogota;KR 20-184 48, BOGOTA;KR 20 CL 184 48;110553972;2010;KR 20 CL 184 48;h_personas;-74,03672514;4,762269006
101;MEBOG;Bogota;CL 11-11 2, BOGOTA;CL 11 KR 11;110553974;2010;CL 11 KR 11;h_personas;-74,07313882;4,601049559
102;MEBOG;Bogota;KR 68D-39F S 51, BOGOTA;KR 68 D CL 39 F 51 SUR;110553976;2010;KR 68 D CL 39 F 51 SUR;h_personas;-74,1338813;4,599838281
103;MEBOG;Bogota;DG 23-69 2, BOGOTA;DG 23 TR 69;110553977;2010;DG 23 TR 69;h_personas;-74,10889181;4,654632842
104;MEBOG;Bogota;CL 144-23 53, BOGOTA;CL 144 KR 23 53;110553978;2010;CL 144 KR 23 53;h_personas;-74,03191923;4,724126725
105;MEBOG;Bogota;CL 145-49 2, BOGOTA;CL 145 KR 49;110553979;2010;CL 145 KR 49;h_personas;-74,0473892;4,72863749
106;MEBOG;Bogota;KR 97-153 30, BOGOTA;KR 97 CL 153 30;110553980;2010;KR 97 CL 153 30;h_personas;-74,07963709;4,751970949
107;MEBOG;Bogota;CL 4-9A S 35, BOGOTA;CL 4 SUR SUR KR 9 A 35;110553981;2010;CL 4 SUR SUR KR 9 A 35;h_personas;-74,08157996;4,585263444
108;MEBOG;Bogota;KR 1-13 2, BOGOTA;AK 1 CL 13;110553982;2010;AK 1 CL 13;h_personas;-74,06341327;4,596965934
109;MEBOG;Bogota;CL 66-12 2, BOGOTA;CL 66 KR 12 2;110553983;2010;CL 66 KR 12 2;h_personas;-74,05684791;4,652941262
110;MEBOG;Bogota;KR 1-10 2, BOGOTA;AK 1 AC 10;110553984;2010;AK 1 AC 10;h_personas;-74,06483728;4,594387579
111;MEBOG;Bogota;CL 63-69 2, BOGOTA;CL 63 KR 69;110553985;2010;CL 63 KR 69;h_personas;-74,09432228;4,676752057
112;MEBOG;Bogota;CL 31-4 2, BOGOTA;CL 31 KR 4;110553990;2010;CL 31 KR 4;h_personas;-74,05908937;4,61682505
113;MEBOG;Bogota;CL 19-4 2, BOGOTA;CL 19 KR 4;110553991;2010;CL 19 KR 4;h_personas;-74,06329174;4,604091487
114;MEBOG;Bogota;KR 18-42 2, BOGOTA;VN 12 S KR 18 42;110553993;2010;VN 12 S KR 18 42;h_personas;-74,06614483;4,635337854
115;MEBOG;Bogota;CL 39-26 S 2, BOGOTA;CL 39 SUR AK 26;110553996;2010;CL 39 SUR AK 26;h_personas;-74,11609471;4,583607104
116;MEBOG;Bogota;CL 39B-72J S 45, BOGOTA;CL 39 B SUR KR 72 J 45;110553998;2010;CL 39 B SUR KR 72 J 45;h_personas;-74,14152776;4,609343869
117;MEBOG;Bogota;KR 19A-5A 3, BOGOTA;KR 19 A CL 5 A 3;110553999;2010;KR 19 A CL 5 A 3;h_personas;-74,08531481;4,600071885
118;MEBOG;Bogota;CL 74-52 47, BOGOTA;CL 74 KR 52 47;110554001;2010;CL 74 KR 52 47;h_personas;-74,07631258;4,676637046
119;MEBOG;Bogota;CL 2-1 S 2, BOGOTA;CL 2 SUR KR 1;110554002;2010;CL 2 SUR KR 1;h_personas;-74,09391107;4,595520864
120;MEBOG;Bogota;CL 150-48 2, BOGOTA;CL 150 KR 48;110554003;2010;CL 150 KR 48;h_personas;-74,04596247;4,732859281
121;MEBOG;Bogota;CL 150-48 2, BOGOTA;CL 150 KR 48;110554004;2010;CL 150 KR 48;h_personas;-74,04596247;4,732859281
122;MEBOG;Bogota;KR 24-12 2, BOGOTA;KR 24 CL 12;110554005;2010;KR 24 CL 12;h_personas;-74,08350605;4,609061525
123;MEBOG;Bogota;CL 19-10 2, BOGOTA;CL 19 KR 10;110554006;2010;CL 19 KR 10;h_personas;-74,06826372;4,607497145
124;MEBOG;Bogota;CL 4D-54 2, BOGOTA;CL 4 D KR 54;110554009;2010;CL 4 D KR 54;h_personas;-74,11068377;4,622583586
125;MEBOG;Bogota;KR 9-8 4, BOGOTA;AK 9 CL 8 4;110554010;2010;AK 9 CL 8 4;h_personas;-74,07293125;4,597129408
126;MEBOG;Bogota;CL 39B-19 46, BOGOTA;CL 39 B KR 19 46;110554011;2010;CL 39 B KR 19 46;h_personas;-74,06729518;4,629685362
127;MEBOG;Bogota;KR 99-21 2, BOGOTA;KR 99 CL 21;110554013;2010;KR 99 CL 21;h_personas;-74,14060802;4,671720676
128;MEBOG;Bogota;CL 6-30A 11, BOGOTA;CL 6 KR 30 A 11;110554015;2010;CL 6 KR 30 A 11;h_personas;-74,09356567;4,607569472
129;MEBOG;Bogota;CL 11A-79 60, BOGOTA;CL 11 A SUR KR 79 60 OCCIDENTE;110554016;2010;CL 11 A SUR KR 79 60 OCCIDENTE;h_personas;-74,1336741;4,646399863
130;MEBOG;Bogota;DG 71A-18Q S 2, BOGOTA;DG 71 A SUR KR 18 Q;110554017;2010;DG 71 A SUR KR 18 Q;h_personas;-74,14604763;4,545942746
131;MEBOG;Bogota;DG 71A-18Q S 2, BOGOTA;DG 71 A SUR KR 18 Q;110554018;2010;DG 71 A SUR KR 18 Q;h_personas;-74,14604763;4,545942746
132;MEBOG;Bogota;CL 79-8 2, BOGOTA;CL 79 KR 8;110554021;2010;CL 79 KR 8;h_personas;-74,04654132;4,66218093
133;MEBOG;Bogota;CL 70ABIS-68F 53, BOGOTA;CL 70 A BI KR 68 F 53;110554022;2010;CL 70 A BI KR 68 F 53;h_personas;-74,0833117;4,679499011
134;MEBOG;Bogota;CL 54-9 6, BOGOTA;CL 54 KR 9 6;110554023;2010;CL 54 KR 9 6;h_personas;-74,05770319;4,640759752
135;MEBOG;Bogota;CARRERA 69B 24 39, BOGOTA;KR 69 B CL 24 39;110554026;2010;KR 69 B CL 24 39;h_personas;-74,10585212;4,657299546
136;MEBOG;Bogota;CL 53-53 54, BOGOTA;CL 53 KR 53 54;110554028;2010;CL 53 KR 53 54;h_personas;-74,09135336;4,655339704
137;MEBOG;Bogota;CL 130C-101 5, BOGOTA;CL 130 C KR 101 5;110554029;2010;CL 130 C KR 101 5;h_personas;-74,090894;4,734123072
138;MEBOG;Bogota;CL 28-20 2, BOGOTA;CL 28 KR 20;110554033;2010;CL 28 KR 20;h_personas;-74,06925715;4,621231009
139;MEBOG;Bogota;CL 95-69 33, BOGOTA;CL 95 KR 69 33;110554036;2010;CL 95 KR 69 33;h_personas;-74,0725348;4,689521379
140;MEBOG;Bogota;DG 52B-24B S 30, BOGOTA;DG 52 B SUR KR 24 B 30;110554039;2010;DG 52 B SUR KR 24 B 30;h_personas;-74,13036649;4,576172966
141;MEBOG;Bogota;DG 52B-24B S 30, BOGOTA;DG 52 B SUR KR 24 B 30;110554040;2010;DG 52 B SUR KR 24 B 30;h_personas;-74,13036649;4,576172966
142;MEBOG;Bogota;CL 26-62 47, BOGOTA;CL 26 KR 62 47;110554041;2010;CL 26 KR 62 47;h_personas;-74,09480199;4,648655655
143;MEBOG;Bogota;CL 43-13A 2, BOGOTA;CL 43 . KR 13 A;110554043;2010;CL 43 . KR 13 A;h_personas;-74,06137772;4,631167954
144;MEBOG;Bogota;KR 5-72 2, BOGOTA;KR 5 CL 72;110554044;2010;KR 5 CL 72;h_personas;-74,0478447;4,654853698
145;MEBOG;Bogota;KR 2A-66 52, BOGOTA;KR 2 A CL 66 52;110554046;2010;KR 2 A CL 66 52;h_personas;-74,04901495;4,648759673
146;MEBOG;Bogota;DG 40-72 S 40, BOGOTA;DG 40 KR 72 SUR 40;110554047;2010;DG 40 KR 72 SUR 40;h_personas;-74,14812444;4,612567709
147;MEBOG;Bogota;CL 7B-78C 25, BOGOTA;CL 7 B KR 78 C 25;110554049;2010;CL 7 B KR 78 C 25;h_personas;-74,13820657;4,637674169
148;MEBOG;Bogota;CALLE 14B 119A 17, BOGOTA;CL 14 B KR 119 A 17;110554050;2010;CL 14 B KR 119 A 17;h_personas;-74,15995426;4,680539888
149;MEBOG;Bogota;KR 11-94 2, BOGOTA;KR 11 CL 94;110554051;2010;KR 11 CL 94;h_personas;-74,04034345;4,677682724
150;MEBOG;Bogota;KR 85F-52A 48, BOGOTA;KR 85 F CL 52 A 48;110554052;2010;KR 85 F CL 52 A 48;h_personas;-74,10886694;4,679848077
151;MEBOG;Bogota;KR 1-78 1, BOGOTA;AK 1 CL 78;110554053;2010;AK 1 CL 78;h_personas;-74,04239134;4,658657164
152;MEBOG;Bogota;CL 80-27 1, BOGOTA;CL 80 KR 27;110554054;2010;CL 80 KR 27;h_personas;-74,05876907;4,670468627
153;MEBOG;Bogota;KR 50-18 15, BOGOTA;KR 50 CL 18 15;110554055;2010;KR 50 CL 18 15;h_personas;-74,09854042;4,631686353
154;MEBOG;Bogota;KR 18-12 62, BOGOTA;KR 18 CL 12 62;110554058;2010;KR 18 CL 12 62;h_personas;-74,07816692;4,606534103
155;MEBOG;Bogota;CL 18A-13 2, BOGOTA;CL 18 A AK 13;110554059;2010;CL 18 A AK 13;h_personas;-74,06990747;4,608091528
156;MEBOG;Bogota;KR 15-82 2, BOGOTA;KR 15 CL 82;110554060;2010;KR 15 CL 82;h_personas;-74,05076834;4,667897519
157;MEBOG;Bogota;KR 7-2 2, BOGOTA;KR 7 CL 2;110554061;2010;KR 7 CL 2;h_personas;-74,07470512;4,589540849
158;MEBOG;Bogota;KR 13-27 2, BOGOTA;KR 13 CL 27;110554062;2010;KR 13 CL 27;h_personas;-74,06474369;4,615492995
159;MEBOG;Bogota;KR 123-19 2, BOGOTA;KR 123 CL 19;110554064;2010;KR 123 CL 19;h_personas;-74,15908139;4,683709769
160;MEBOG;Bogota;KR 100-16A 16, BOGOTA;KR 100 CL 16 A 16;110554065;2010;KR 100 CL 16 A 16;h_personas;-74,14517974;4,669770365
161;MEBOG;Bogota;KR 25-22 S 48, BOGOTA;KR 25 CL 22 48 SUR;110554066;2010;KR 25 CL 22 48 SUR;h_personas;-74,10266034;4,588206144
162;MEBOG;Bogota;KR 8A-158 3, BOGOTA;KR 8 A CL 158 3;110554067;2010;KR 8 A CL 158 3;h_personas;-74,02358554;4,734897068
163;MEBOG;Bogota;CL 38-84 S 27, BOGOTA;CL 38 SUR KR 84 27;110554068;2010;CL 38 SUR KR 84 27;h_personas;-74,15115498;4,626920125
164;MEBOG;Bogota;KR 68-35 S 2, BOGOTA;KR 68 CL 35 SUR;110554069;2010;KR 68 CL 35 SUR;h_personas;-74,13632465;4,617805527
165;MEBOG;Bogota;KR 18-140 53, BOGOTA;KR 18 CL 140 53;110554070;2010;KR 18 CL 140 53;h_personas;-74,03928814;4,723985824
166;MEBOG;Bogota;CL 54-13 30, BOGOTA;CL 54 KR 13 30;110554071;2010;CL 54 KR 13 30;h_personas;-74,059481;4,641858688
167;MEBOG;Bogota;CL 127-16 2, BOGOTA;CL 127 AC 16;110554072;2010;CL 127 AC 16;h_personas;-74,03873644;4,705049041
168;MEBOG;Bogota;KR 13-29 25, BOGOTA;KR 13 CL 29 25;110554073;2010;KR 13 CL 29 25;h_personas;-74,06377841;4,616698853
169;MEBOG;Bogota;CL 93-3B SE 1, BOGOTA;CL 93 SUR KR 3 B ESTE;110554074;2010;CL 93 SUR KR 3 B ESTE;h_personas;-74,10898022;4,495490348
170;MEBOG;Bogota;CL 120-7 46, BOGOTA;CL 120 KR 7 46;110554076;2010;CL 120 KR 7 46;h_personas;-74,02598235;4,697446886
171;MEBOG;Bogota;CARRERA 99 12, BOGOTA;KR 99 CL 12;110554077;2010;KR 99 CL 12;h_personas;-74,15033466;4,665906869
172;MEBOG;Bogota;CL 141-103C 2, BOGOTA;CL 141 KR 103 C;110554078;2010;CL 141 KR 103 C;h_personas;-74,08996611;4,744413354
173;MEBOG;Bogota;KR 100-25D 30, BOGOTA;KR 100 CL 25 D 30;110554079;2010;KR 100 CL 25 D 30;h_personas;-74,12506224;4,685965041
