id;UNIDAD;MUNICIPIO;Match_addr;ARC_Street;CODIGO;PERIODO;DIRECCION;Delito;x;y
42200;MEBOG;Bogota;KR 3-13 2, BOGOTA;AK 3 CL 13;110119466;2013;AK 3 CL 13;h_personas;-74,06505686;4,598077588
42201;MEBOG;Bogota;KR 30-75 2, BOGOTA;KR 30 CL 75;110119468;2013;KR 30 CL 75;h_personas;-74,06243223;4,667925412
42202;MEBOG;Bogota;KR 50-44D 2, BOGOTA;KR 50 CL 44 D;110119469;2013;KR 50 CL 44 D;h_personas;-74,08213914;4,644435168
42203;MEBOG;Bogota;CL 57-16B S 27, BOGOTA;CL 57 SUR KR 16 B 27;110119471;2013;CL 57 SUR KR 16 B 27;h_personas;-74,12520511;4,562996255
42204;MEBOG;Bogota;KR 115-152 2, BOGOTA;KR 115 CL 152;110119472;2013;KR 115 CL 152;h_personas;-74,09734835;4,75831149
42205;MEBOG;Bogota;KR 79-60 S 2, BOGOTA;KR 79 CL 60 SUR;110119473;2013;KR 79 CL 60 SUR;h_personas;-74,17608271;4,601802088
42206;MEBOG;Bogota;KR 13-17 53, BOGOTA;KR 13 CL 17 53;110119475;2013;KR 13 CL 17 53;h_personas;-74,07059694;4,60725008
42207;MEBOG;Bogota;CL 73-20C 93, BOGOTA;CL 73 KR 20 C 93;110119476;2013;CL 73 KR 20 C 93;h_personas;-74,05925943;4,663446059
42208;MEBOG;Bogota;KR 46-163B 29, BOGOTA;KR 46 CL 163 B 29;110119477;2013;KR 46 CL 163 B 29;h_personas;-74,0431256;4,745974922
42209;MEBOG;Bogota;CL 12-2 2, BOGOTA;CL 12 KR 2;110119478;2013;CL 12 KR 2;h_personas;-74,06469716;4,59682556
42210;MEBOG;Bogota;CL 87-96 2, BOGOTA;CL 87 KR 96;110119479;2013;CL 87 KR 96;h_personas;-74,09578343;4,713385914
42211;MEBOG;Bogota;CL 70D-80 S 2, BOGOTA;CL 70 D SUR KR 80;110119480;2013;CL 70 D SUR KR 80;h_personas;-74,18820303;4,605685894
42212;MEBOG;Bogota;CL 42F-89 S 2, BOGOTA;CL 42 F SUR KR 89;110119481;2013;CL 42 F SUR KR 89;h_personas;-74,16064565;4,624346966
42213;MEBOG;Bogota;KR 10-19 2, BOGOTA;KR 10 CL 19;110119483;2013;KR 10 CL 19;h_personas;-74,0680387;4,607323489
42214;MEBOG;Bogota;DG 38-81 S 56, BOGOTA;DG 38 SUR KR 81;110119484;2013;DG 38 SUR KR 81;h_personas;-74,15120032;4,633667792
42215;MEBOG;Bogota;KR 1-12 2, BOGOTA;AK 1 CL 12;110119485;2013;AK 1 CL 12;h_personas;-74,06398162;4,596351302
42216;MEBOG;Bogota;KR 79A-73C S 33, BOGOTA;KR 79 A CL 73 C 33 SUR;110119486;2013;KR 79 A CL 73 C 33 SUR;h_personas;-74,19449227;4,606594662
42217;MEBOG;Bogota;CL 55-7 2, BOGOTA;CL 55 . KR 7;110119488;2013;CL 55 . KR 7;h_personas;-74,05671753;4,641898881
42218;MEBOG;Bogota;KR 30-70 2, BOGOTA;KR 30 OCCIDENTE CL 70 NORTE;110119494;2013;KR 30 OCCIDENTE CL 70 NORTE;h_personas;-74,06621073;4,663082295
42219;MEBOG;Bogota;CL 22-27 2, BOGOTA;CL 22 KR 27;110119496;2013;CL 22 KR 27;h_personas;-74,07809634;4,618336478
42220;MEBOG;Bogota;KR 73-7B 2, BOGOTA;KR 73 CL 7 B;110119497;2013;KR 73 CL 7 B;h_personas;-74,13307006;4,634685312
42221;MEBOG;Bogota;CL 185-45 3, BOGOTA;CL 185 KR 45 3;110119499;2013;CL 185 KR 45 3;h_personas;-74,04018613;4,763893436
42222;MEBOG;Bogota;KR 9-13 2, BOGOTA;AK 9 CL 13;110119500;2013;AK 9 CL 13;h_personas;-74,07033728;4,601547449
42223;MEBOG;Bogota;KR 9-152 2, BOGOTA;AK 9 CL 152;110119501;2013;AK 9 CL 152;h_personas;-74,01772706;4,726882592
42224;MEBOG;Bogota;CL 131-59 2, BOGOTA;CL 131 . KR 59 .;110119502;2013;CL 131 . KR 59 .;h_personas;-74,06442569;4,722810937
42225;MEBOG;Bogota;KR 54-5C 91, BOGOTA;KR 54 CL 5 C 91;110119504;2013;KR 54 CL 5 C 91;h_personas;-74,10639373;4,627625405
42226;MEBOG;Bogota;CL 127C-3 96, BOGOTA;CL 127 C KR 3 96;110119505;2013;CL 127 C KR 3 96;h_personas;-74,01893068;4,705747801
42227;MEBOG;Bogota;CL 73-10 45, BOGOTA;CL 73 . NORTE KR 10 45 ESTE;110119506;2013;CL 73 . NORTE KR 10 45 ESTE;h_personas;-74,05177657;4,658355854
42228;MEBOG;Bogota;KR 36-25C 15, BOGOTA;KR 36 . CL 25 C 15;110119507;2013;KR 36 . CL 25 C 15;h_personas;-74,07978437;4,631559643
42229;MEBOG;Bogota;KR 18-84 51, BOGOTA;KR 18 CL 84 51;110119508;2013;KR 18 CL 84 51;h_personas;-74,05158186;4,670760524
42230;MEBOG;Bogota;CL 144-146A 30, BOGOTA;CL 144 KR 146 A 30;110119509;2013;CL 144 KR 146 A 30;h_personas;-74,11080811;4,752129896
42231;MEBOG;Bogota;CL 45-26 2, BOGOTA;CL 45 KR 26;110119510;2013;CL 45 KR 26;h_personas;-74,07102433;4,634699057
42232;MEBOG;Bogota;KR 10-19 2, BOGOTA;KR 10 CL 19;110119511;2013;KR 10 CL 19;h_personas;-74,0680387;4,607323489
42233;MEBOG;Bogota;CL 119-7 2, BOGOTA;CL 119 KR 7;110119512;2013;CL 119 KR 7;h_personas;-74,02546336;4,696166464
42234;MEBOG;Bogota;KR 3-9 2, BOGOTA;KR 3 CL 9;110119513;2013;KR 3 CL 9;h_personas;-74,0672097;4,59469834
42235;MEBOG;Bogota;CL 11-4 14, BOGOTA;CL 11 KR 4 14;110119514;2013;CL 11 KR 4 14;h_personas;-74,0671682;4,5971417
42236;MEBOG;Bogota;KR 9-15 19, BOGOTA;KR 9 CL 15 19;110119515;2013;KR 9 CL 15 19;h_personas;-74,06947563;4,603357501
42237;MEBOG;Bogota;DG 52-28 S 2, BOGOTA;DG 52 SUR KR 28;110119516;2013;DG 52 SUR KR 28;h_personas;-74,13114703;4,580396402
42238;MEBOG;Bogota;CL 88B-30 2, BOGOTA;CL 88 B KR 30;110119518;2013;CL 88 B KR 30;h_personas;-74,05645639;4,677639887
42239;MEBOG;Bogota;CL 123-9C 45, BOGOTA;CL 123 KR 9 C 45;110119519;2013;CL 123 KR 9 C 45;h_personas;-74,02808361;4,700390665
42240;MEBOG;Bogota;KR 35-63C 2, BOGOTA;KR 35 OCCIDENTE CL 63 C NORTE;110119521;2013;KR 35 OCCIDENTE CL 63 C NORTE;h_personas;-74,07310085;4,655397313
42241;MEBOG;Bogota;KR 21-7 95, BOGOTA;KR 21 CL 7 95;110119525;2013;KR 21 CL 7 95;h_personas;-74,08499511;4,60354108
42242;MEBOG;Bogota;KR 32-19 2, BOGOTA;KR 32 CL 19;110119526;2013;KR 32 CL 19;h_personas;-74,08352031;4,620700275
42243;MEBOG;Bogota;KR 48-94 24, BOGOTA;KR 48 CL 94;110119528;2013;KR 48 CL 94;h_personas;-74,05539413;4,682999466
42244;MEBOG;Bogota;KR 30-68J S 27, BOGOTA;KR 30 CL 68 J 27 SUR;110119529;2013;KR 30 CL 68 J 27 SUR;h_personas;-74,14841739;4,566954531
42245;MEBOG;Bogota;CL 100-22 2, BOGOTA;CL 100 KR 22;110119531;2013;CL 100 KR 22;h_personas;-74,04960395;4,687552739
42246;MEBOG;Bogota;KR 49-45 S 76, BOGOTA;KR 49 CL 45 76 SUR;110119532;2013;KR 49 CL 45 76 SUR;h_personas;-74,1299514;4,593877199
42247;MEBOG;Bogota;CL 57-3 S 2, BOGOTA;CL 57 SUR KR 3;110119533;2013;CL 57 SUR KR 3;h_personas;-74,11736722;4,538700179
42248;MEBOG;Bogota;CL 68-14 2, BOGOTA;CL 68 KR 14;110119534;2013;CL 68 KR 14;h_personas;-74,05744788;4,655404142
42249;MEBOG;Bogota;KR 106-64B 71, BOGOTA;KR 106 OCCIDENTE CL 64 B 71 NORTE;110119535;2013;KR 106 OCCIDENTE CL 64 B 71 NORTE;h_personas;-74,12196348;4,700666241
42250;MEBOG;Bogota;KR 71C-5 S 2, BOGOTA;KR 71 C CL 5 SUR;110119538;2013;KR 71 C CL 5 SUR;h_personas;-74,12059293;4,514386899
42251;MEBOG;Bogota;KR 3-13 2, BOGOTA;AK 3 CL 13;110119541;2013;AK 3 CL 13;h_personas;-74,06505686;4,598077588
42252;MEBOG;Bogota;KR 44A-74 S 15, BOGOTA;KR 44 A CL 74 15 SUR;110119542;2013;KR 44 A CL 74 15 SUR;h_personas;-74,15915182;4,569649346
42253;MEBOG;Bogota;KR 56B-65 55, BOGOTA;KR 56 B OCCIDENTE CL 65 63 NORTE;110119544;2013;KR 56 B OCCIDENTE CL 65 63 NORTE;h_personas;-74,07629924;4,665033073
42254;MEBOG;Bogota;CL 136-16 2, BOGOTA;CL 136 KR 16;110119545;2013;CL 136 KR 16;h_personas;-74,02893332;4,715289859
42255;MEBOG;Bogota;KR 9A-60 91, BOGOTA;KR 9 A CL 60 91;110119546;2013;KR 9 A CL 60 91;h_personas;-74,05701124;4,647636428
42256;MEBOG;Bogota;CL 94-13 2, BOGOTA;CL 94 KR 13;110119548;2013;CL 94 KR 13;h_personas;-74,04278776;4,679016972
42257;MEBOG;Bogota;KR 25A-11 40, BOGOTA;KR 25 A CL 11 40;110119549;2013;KR 25 A CL 11 40;h_personas;-74,08445514;4,608962011
42258;MEBOG;Bogota;KR 58-127 85, BOGOTA;KR 58 CL 127 85;110119550;2013;KR 58 CL 127 85;h_personas;-74,06486213;4,713252985
42259;MEBOG;Bogota;CL 65GBISA-77J S 1, BOGOTA;CL 65 GBIS SUR KR 77 J 1;110119551;2013;CL 65 GBIS SUR KR 77 J 1;h_personas;-74,17963436;4,598738622
42260;MEBOG;Bogota;KR 27-37 S 42, BOGOTA;KR 27 CL 37 42 SUR;110119552;2013;KR 27 CL 37 42 SUR;h_personas;-74,11469336;4,585106902
42261;MEBOG;Bogota;CL 68BIS-22A S 61, BOGOTA;CL 68 BIS SUR KR 22 A 61;110119553;2013;CL 68 BIS SUR KR 22 A 61;h_personas;-74,14532894;4,566254289
42262;MEBOG;Bogota;CL 39-14 34, BOGOTA;CL 39 KR 14 34;110119555;2013;CL 39 KR 14 34;h_personas;-74,06338785;4,627295088
42263;MEBOG;Bogota;KR 13-41 2, BOGOTA;KR 13 CL 41;110119557;2013;KR 13 CL 41;h_personas;-74,06116637;4,629446284
42264;MEBOG;Bogota;CL 19A-4 E 8, BOGOTA;CL 19 A KR 4 8 ESTE;110119561;2013;CL 19 A KR 4 8 ESTE;h_personas;-74,05789376;4,602068189
42265;MEBOG;Bogota;CL 36-3 S 2, BOGOTA;CL 36 SUR KR 3;110119563;2013;CL 36 SUR KR 3;h_personas;-74,09176974;4,56100392
42266;MEBOG;Bogota;CL 46-16 2, BOGOTA;CL 46 . KR 16 .;110119564;2013;CL 46 . KR 16 .;h_personas;-74,06378108;4,634536224
42267;MEBOG;Bogota;CL 132D-151A 2, BOGOTA;CL 132 D KR 151 A;110119567;2013;CL 132 D KR 151 A;h_personas;-74,11625834;4,744072012
42268;MEBOG;Bogota;KR 68-31 S 2, BOGOTA;KR 68 CL 31 SUR;110119568;2013;KR 68 CL 31 SUR;h_personas;-74,12467776;4,607090721
42269;MEBOG;Bogota;CL 65-78H S 54, BOGOTA;CL 65 SUR SUR KR 78 H 54;110119569;2013;CL 65 SUR SUR KR 78 H 54;h_personas;-74,17794935;4,605240326
42270;MEBOG;Bogota;CL 12-6 58, BOGOTA;CL 12 KR 6 58;110119571;2013;CL 12 KR 6 58;h_personas;-74,068783;4,599393813
42271;MEBOG;Bogota;CL 134-9 2, BOGOTA;CL 134 KR 9;110119572;2013;CL 134 KR 9;h_personas;-74,02713575;4,713516877
42272;MEBOG;Bogota;KR 19-106 2, BOGOTA;KR 19 CL 106;110119576;2013;KR 19 CL 106;h_personas;-74,04238496;4,692052595
42273;MEBOG;Bogota;CL 23-72D 42, BOGOTA;CL 23 KR 72 D 42;110119577;2013;CL 23 KR 72 D 42;h_personas;-74,11565417;4,662436461
42274;MEBOG;Bogota;KR 24-61D 2, BOGOTA;KR 24 CL 61 D;110119580;2013;KR 24 CL 61 D;h_personas;-74,06766143;4,648392809
42275;MEBOG;Bogota;CL 130C-121C 10, BOGOTA;CL 130 C KR 121 10;110119581;2013;CL 130 C KR 121 10;h_personas;-74,10018426;4,735650188
42276;MEBOG;Bogota;KR 66A-12A 47, BOGOTA;KR 66 A OCCIDENTE CL 12 A 47 SUR;110119582;2013;KR 66 A OCCIDENTE CL 12 A 47 SUR;h_personas;-74,11218622;4,636492864
42277;MEBOG;Bogota;CL 24-9 2, BOGOTA;AC 24 KR 9;110119585;2013;AC 24 KR 9;h_personas;-74,06529093;4,610885189
42278;MEBOG;Bogota;CL 119-14A 2, BOGOTA;CL 119 KR 14 A;110119587;2013;CL 119 KR 14 A;h_personas;-74,0358724;4,699319582
42279;MEBOG;Bogota;CL 50-95A S 81, BOGOTA;CL 50 SUR KR 95 A 81;110119591;2013;CL 50 SUR KR 95 A 81;h_personas;-74,1792782;4,640790598
42280;MEBOG;Bogota;KR 77-52 2, BOGOTA;KR 77 CL 52;110119593;2013;KR 77 CL 52;h_personas;-74,10470316;4,676771091
42281;MEBOG;Bogota;KR 16-58 26, BOGOTA;KR 16 CL 58 26;110119594;2013;KR 16 CL 58 26;h_personas;-74,06187427;4,645722088
42282;MEBOG;Bogota;KR 19-60C S 6, BOGOTA;KR 19 CL 60 C 6 SUR;110119595;2013;KR 19 CL 60 C 6 SUR;h_personas;-74,13320383;4,561614544
42283;MEBOG;Bogota;KR 7-114 2, BOGOTA;KR 7 CL 114;110119599;2013;KR 7 CL 114;h_personas;-74,02779722;4,692801731
42284;MEBOG;Bogota;KR 112A-75A 3, BOGOTA;KR 112 A OCCIDENTE CL 75 A 3 NORTE;110119600;2013;KR 112 A OCCIDENTE CL 75 A 3 NORTE;h_personas;-74,11751274;4,717548207
42285;MEBOG;Bogota;CL 127-20 1, BOGOTA;CL 127 KR 20;110119602;2013;CL 127 KR 20;h_personas;-74,04078222;4,705091444
42286;MEBOG;Bogota;CL 57A-80D S 2, BOGOTA;CL 57 A SUR KR 80 D;110119604;2013;CL 57 A SUR KR 80 D;h_personas;-74,17153946;4,614947194
42287;MEBOG;Bogota;KR 3-37 S 48, BOGOTA;AK 3 CL 37 48 SUR;110119605;2013;AK 3 CL 37 48 SUR;h_personas;-74,09409474;4,559192501
42288;MEBOG;Bogota;CL 63-70 S 21, BOGOTA;CL 63 SUR KR 70 21;110119606;2013;CL 63 SUR KR 70 21;h_personas;-74,15476425;4,588938899
42289;MEBOG;Bogota;DG 45C-16A S 2, BOGOTA;DG 45 C SUR TR 16 A;110119607;2013;DG 45 C SUR TR 16 A;h_personas;-74,11462245;4,570378807
42290;MEBOG;Bogota;CL 24-3 1, BOGOTA;AC 24 KR 3;110119608;2013;AC 24 KR 3;h_personas;-74,06048605;4,607578183
42291;MEBOG;Bogota;KR 7-32 42, BOGOTA;KR 7 . CL 32 . 42;110119610;2013;KR 7 . CL 32 . 42;h_personas;-74,06232285;4,61959912
42292;MEBOG;Bogota;KR 1-10 2, BOGOTA;AK 1 CL 10;110119611;2013;AK 1 CL 10;h_personas;-74,06483728;4,594387579
42293;MEBOG;Bogota;CL 20A-6 S 2, BOGOTA;CL 20 A SUR KR 6;110119613;2013;CL 20 A SUR KR 6;h_personas;-74,08631418;4,572495256
42294;MEBOG;Bogota;KR 50-17 2, BOGOTA;KR 50 CL 17;110119614;2013;KR 50 CL 17;h_personas;-74,09902146;4,630693833
42295;MEBOG;Bogota;CL 16-18 S 2, BOGOTA;CL 16 SUR KR 18;110119615;2013;CL 16 SUR KR 18;h_personas;-74,0943246;4,586598919
42296;MEBOG;Bogota;CL 3-9 E 2, BOGOTA;CL 3 KR 9 ESTE;110119616;2013;CL 3 KR 9 ESTE;h_personas;-74,06307038;4,584591471
42297;MEBOG;Bogota;CL 70-15 89, BOGOTA;CL 70 KR 15 . 89;110119618;2013;CL 70 KR 15 . 89;h_personas;-74,05846885;4,658297929
42298;MEBOG;Bogota;KR 7-46 2, BOGOTA;KR 7 CL 46;110119619;2013;KR 7 CL 46;h_personas;-74,05801959;4,633116919
42299;MEBOG;Bogota;KR 7-33 2, BOGOTA;KR 7 . CL 33 .;110119620;2013;KR 7 . CL 33 .;h_personas;-74,06198772;4,620351202
42300;MEBOG;Bogota;CL 142-6 2, BOGOTA;CL 142 AU 6;110119621;2013;CL 142 AU 6;h_personas;-74,01938698;4,718721123
42301;MEBOG;Bogota;KR 34-4 2, BOGOTA;KR 34 CL 4;110119622;2013;KR 34 CL 4;h_personas;-74,09901802;4,607152215
42302;MEBOG;Bogota;CL 49-8 2, BOGOTA;CL 49 KR 8;110119624;2013;CL 49 KR 8;h_personas;-74,05849011;4,636513664
42303;MEBOG;Bogota;KR 7-1C 2, BOGOTA;KR 7 CL 1 C;110119626;2013;KR 7 CL 1 C;h_personas;-74,0755599;4,587892879
42304;MEBOG;Bogota;CL 55A-16 S 2, BOGOTA;CL 55 A SUR KR 16;110119627;2013;CL 55 A SUR KR 16;h_personas;-74,12326645;4,563246907
42305;MEBOG;Bogota;KR 7-26 S 4, BOGOTA;KR 7 CL 26 4 SUR;110119628;2013;KR 7 CL 26 4 SUR;h_personas;-74,08911744;4,570675404
42306;MEBOG;Bogota;CL 67-81B S 2, BOGOTA;CL 67 SUR KR 81 B 2;110119629;2013;CL 67 SUR KR 81 B 2;h_personas;-74,1846974;4,610922686
42307;MEBOG;Bogota;KR 112A-22I 2, BOGOTA;KR 112 A CL 22 I;110119630;2013;KR 112 A CL 22 I;h_personas;-74,14120809;4,686089572
42308;MEBOG;Bogota;KR 16BIS-31G S 22, BOGOTA;KR 16 BIS CL 31 G 22 SUR;110119631;2013;KR 16 BIS CL 31 G 22 SUR;h_personas;-74,10661923;4,576274997
42309;MEBOG;Bogota;DG 82G-73A 34, BOGOTA;DG 82 G CL 73 A 34;110119632;2013;DG 82 G CL 73 A 34;h_personas;-74,0846922;4,704141456
42310;MEBOG;Bogota;CL 67-13 2, BOGOTA;CL 67 KR 13;110119633;2013;CL 67 KR 13;h_personas;-74,05709967;4,654147059
42311;MEBOG;Bogota;KR 3-19 2, BOGOTA;KR 3 CL 19;110119636;2013;KR 3 CL 19;h_personas;-74,06235663;4,603466558
42312;MEBOG;Bogota;CL 63-48 2, BOGOTA;CL 63 . KR 48;110119637;2013;CL 63 . KR 48;h_personas;-74,08314096;4,660580989
42313;MEBOG;Bogota;CL 139-109 78, BOGOTA;CL 139 KR 109 78;110119639;2013;CL 139 KR 109 78;h_personas;-74,09512997;4,743150313
42314;MEBOG;Bogota;KR 3-12 2, BOGOTA;AK 3 CL 12;110119640;2013;AK 3 CL 12;h_personas;-74,06554109;4,597316766
42315;MEBOG;Bogota;KR 10-11 2, BOGOTA;KR 10 CL 11;110119641;2013;KR 10 CL 11;h_personas;-74,07219916;4,600403969
42316;MEBOG;Bogota;CL 31B-2 S 2, BOGOTA;CL 31 B SUR KR 2;110119642;2013;CL 31 B SUR KR 2;h_personas;-74,08901277;4,563475527
42317;MEBOG;Bogota;KR 28BIS-51 44, BOGOTA;KR 28 BIS CL 51 44;110119643;2013;KR 28 BIS CL 51 44;h_personas;-74,07204022;4,641232565
42318;MEBOG;Bogota;CL 80-22 2, BOGOTA;CL 80 KR 22;110119644;2013;CL 80 KR 22;h_personas;-74,0564468;4,668287466
42319;MEBOG;Bogota;DG 77BIS-70C 20, BOGOTA;DG 77 BIS KR 70 C 20;110119647;2013;DG 77 BIS KR 70 C 20;h_personas;-74,08314654;4,69090319
42320;MEBOG;Bogota;CL 51-14 2, BOGOTA;CL 51 . KR 14;110119649;2013;CL 51 . KR 14;h_personas;-74,06107567;4,638916266
42321;MEBOG;Bogota;CL 39-18 2, BOGOTA;CL 39 KR 18;110119650;2013;CL 39 KR 18;h_personas;-74,06622189;4,627747631
42322;MEBOG;Bogota;KR 1-31 S 2, BOGOTA;AK 1 CL 31 S;110119651;2013;AK 1 CL 31 S;h_personas;-74,08729174;4,562800713
42323;MEBOG;Bogota;CL 24B-75 2, BOGOTA;CL 24 B KR 75;110119652;2013;CL 24 B KR 75;h_personas;-74,11328997;4,667327503
42324;MEBOG;Bogota;CL 134-9 51, BOGOTA;CL 134 KR 9 51;110119653;2013;CL 134 KR 9 51;h_personas;-74,02449876;4,712370062
42325;MEBOG;Bogota;CL 175-20A 69, BOGOTA;CL 175 KR 20 A 75;110119656;2013;CL 175 KR 20 A 75;h_personas;-74,03822667;4,756106453
42326;MEBOG;Bogota;KR 7-45 2, BOGOTA;KR 7 CL 45;110119657;2013;KR 7 CL 45;h_personas;-74,05839409;4,631906142
42327;MEBOG;Bogota;KR 3-34 2, BOGOTA;AK 3 CL 34;110119659;2013;AK 3 CL 34;h_personas;-74,05784524;4,618742198
42328;MEBOG;Bogota;KR 2A-41 S 36, BOGOTA;KR 2 A CL 41 36 SUR;110119660;2013;KR 2 A CL 41 36 SUR;h_personas;-74,09503953;4,554061416
42329;MEBOG;Bogota;KR 13A-145 2, BOGOTA;KR 13 A CL 145;110119661;2013;KR 13 A CL 145;h_personas;-74,0331994;4,725897012
42330;MEBOG;Bogota;KR 11A-86A 37, BOGOTA;KR 11 A CL 86 A 37;110119662;2013;KR 11 A CL 86 A 37;h_personas;-74,04513086;4,670867432
42331;MEBOG;Bogota;CL 152-7C 44, BOGOTA;CL 152 KR 7 C 44;110119666;2013;CL 152 KR 7 C 44;h_personas;-74,02174684;4,728343795
42332;MEBOG;Bogota;KR 105-67 2, BOGOTA;KR 105 OCCIDENTE CL 67 NORTE;110119667;2013;KR 105 OCCIDENTE CL 67 NORTE;h_personas;-74,11830306;4,699003306
42333;MEBOG;Bogota;KR 77A-56 2, BOGOTA;KR 77 A CL 56;110119670;2013;KR 77 A CL 56;h_personas;-74,10436232;4,678331968
42334;MEBOG;Bogota;CL 116-13 2, BOGOTA;CL 116 KR 13;110119673;2013;CL 116 KR 13;h_personas;-74,03361406;4,696111067
42335;MEBOG;Bogota;KR 39-10 75, BOGOTA;KR 39 CL 10 75;110119674;2013;KR 39 CL 10 75;h_personas;-74,09682039;4,617994593
42336;MEBOG;Bogota;KR 68-22 2, BOGOTA;KR 68 CL 22;110119676;2013;KR 68 CL 22;h_personas;-74,10661922;4,6434441
42337;MEBOG;Bogota;KR 16-65A S 19, BOGOTA;KR 16 CL 65 A 19 SUR;110119677;2013;KR 16 CL 65 A 19 SUR;h_personas;-74,13587801;4,55059456
42338;MEBOG;Bogota;KR 112-17 58, BOGOTA;KR 112 CL 17 58;110119680;2013;KR 112 CL 17 58;h_personas;-74,14912122;4,678152681
42339;MEBOG;Bogota;CL 22-16 S 2, BOGOTA;CL 22 SUR KR 16;110119681;2013;CL 22 SUR KR 16;h_personas;-74,0973368;4,582386177
42340;MEBOG;Bogota;KR 14-82 2, BOGOTA;KR 14 CL 82;110119682;2013;KR 14 CL 82;h_personas;-74,05015679;4,668021946
42341;MEBOG;Bogota;CL 31-14 S 2, BOGOTA;CL 31 SUR KR 14;110119683;2013;CL 31 SUR KR 14;h_personas;-74,10185972;4,574988837
42342;MEBOG;Bogota;CL 36-25 S 2, BOGOTA;CL 36 SUR KR 25;110119684;2013;CL 36 SUR KR 25;h_personas;-74,11329012;4,583757591
42343;MEBOG;Bogota;KR 27-46 S 2, BOGOTA;KR 27 CL 46 SUR;110119685;2013;KR 27 CL 46 SUR;h_personas;-74,12293535;4,583156016
42344;MEBOG;Bogota;DG 32C-12G S 2, BOGOTA;DG 32 C SUR TR 12 G;110119686;2013;DG 32 C SUR TR 12 G;h_personas;-74,10556707;4,57004428
42345;MEBOG;Bogota;CL 97-69 2, BOGOTA;CL 97 KR 69;110119688;2013;CL 97 KR 69;h_personas;-74,0708837;4,690306879
42346;MEBOG;Bogota;DG 31A-24B S 15, BOGOTA;DG 31 A SUR KR 24 B 15;110119690;2013;DG 31 A SUR KR 24 B 15;h_personas;-74,10859654;4,584918979
42347;MEBOG;Bogota;CL 17-12B S 2, BOGOTA;CL 17 SUR KR 12 B;110119692;2013;CL 17 SUR KR 12 B;h_personas;-74,09074169;4,5820331
42348;MEBOG;Bogota;KR 68D-13 2, BOGOTA;KR 68 D CL 13;110119694;2013;KR 68 D CL 13;h_personas;-74,11609669;4,64062332
42349;MEBOG;Bogota;KR 3-24 2, BOGOTA;AK 3 AC 24;110119695;2013;AK 3 AC 24;h_personas;-74,06049212;4,607588169
42350;MEBOG;Bogota;KR 80A-64H 66, BOGOTA;KR 80 A CL 64 H 66;110119696;2013;KR 80 A CL 64 H 66;h_personas;-74,10255046;4,685632059
42351;MEBOG;Bogota;CL 2-19 S 2, BOGOTA;CL 2 SUR KR 19;110119697;2013;CL 2 SUR KR 19;h_personas;-74,08908757;4,593425617
42352;MEBOG;Bogota;KR 15-88 10, BOGOTA;KR 15 CL 88 10;110119699;2013;KR 15 CL 88 10;h_personas;-74,04797655;4,673689468
42353;MEBOG;Bogota;CL 10-1 E 2, BOGOTA;CL 10 KR 1 ESTE;110119700;2013;CL 10 KR 1 ESTE;h_personas;-74,06441769;4,594169888
42354;MEBOG;Bogota;KR 83-67 1, BOGOTA;KR 83 CL 67;110119701;2013;KR 83 CL 67;h_personas;-74,10191021;4,689809368
42355;MEBOG;Bogota;CL 80-78 S 69, BOGOTA;CL 80 SUR KR 78 69;110119702;2013;CL 80 SUR KR 78 69;h_personas;-74,2041631;4,610534997
42356;MEBOG;Bogota;KR 104-142 2, BOGOTA;KR 104 CL 142;110119703;2013;KR 104 CL 142;h_personas;-74,08956902;4,744207716
42357;MEBOG;Bogota;KR 68-68 2, BOGOTA;KR 68 CL 68;110119706;2013;KR 68 CL 68;h_personas;-74,09001191;4,68073546
42358;MEBOG;Bogota;CL 63-1 2, BOGOTA;CL 63 AK 1;110119707;2013;CL 63 AK 1;h_personas;-74,04833253;4,644733571
42359;MEBOG;Bogota;KR 104-150C 2, BOGOTA;KR 104 CL 150 C;110119708;2013;KR 104 CL 150 C;h_personas;-74,08865585;4,750503893
42360;MEBOG;Bogota;KR 10-2 2, BOGOTA;KR 10 CL 2;110119709;2013;KR 10 CL 2;h_personas;-74,07776929;4,591508482
42361;MEBOG;Bogota;CL 59-35A 62, BOGOTA;CL 59 . KR 35 A 62;110119711;2013;CL 59 . KR 35 A 62;h_personas;-74,07487029;4,650417446
42362;MEBOG;Bogota;KR 19-136 31, BOGOTA;KR 19 CL 136 31;110119712;2013;KR 19 CL 136 31;h_personas;-74,03071318;4,716187987
42363;MEBOG;Bogota;KR 10-13 2, BOGOTA;KR 10 CL 13;110119713;2013;KR 10 CL 13;h_personas;-74,071158;4,602052627
42364;MEBOG;Bogota;KR 77H-65B S 4, BOGOTA;KR 77 H CL 65 B 4 SUR;110119714;2013;KR 77 H CL 65 B 4 SUR;h_personas;-74,17675552;4,597739899
42365;MEBOG;Bogota;KR 68-24 39, BOGOTA;KR 68 CL 24 39;110119717;2013;KR 68 CL 24 39;h_personas;-74,10524528;4,645388749
42366;MEBOG;Bogota;CL 16-16 S 33, BOGOTA;CL 16 SUR KR 16 33;110119718;2013;CL 16 SUR KR 16 33;h_personas;-74,09346265;4,585472749
42367;MEBOG;Bogota;KR 8-40 62, BOGOTA;KR 8 . CL 40 . 62;110119719;2013;KR 8 . CL 40 . 62;h_personas;-74,06016959;4,628742274
